Order	PID	MS SubClass	MS Zoning	Lot Frontage	Lot Area	Street	Alley	Lot Shape	Land Contour	Utilities	Lot Config	Land Slope	Neighborhood	Condition 1	Condition 2	Bldg Type	House Style	Overall Qual	Overall Cond	Year Built	Year Remod/Add	Roof Style	Roof Matl	Exterior 1st	Exterior 2nd	Mas Vnr Type	Mas Vnr Area	Exter Qual	Exter Cond	Foundation	Bsmt Qual	Bsmt Cond	Bsmt Exposure	BsmtFin Type 1	BsmtFin SF 1	BsmtFin Type 2	BsmtFin SF 2	Bsmt Unf SF	Total Bsmt SF	Heating	Heating QC	Central Air	Electrical	1st Flr SF	2nd Flr SF	Low Qual Fin SF	Gr Liv Area	Bsmt Full Bath	Bsmt Half Bath	Full Bath	Half Bath	Bedroom AbvGr	Kitchen AbvGr	Kitchen Qual	TotRms AbvGrd	Functional	Fireplaces	Fireplace Qu	Garage Type	Garage Yr Blt	Garage Finish	Garage Cars	Garage Area	Garage Qual	Garage Cond	Paved Drive	Wood Deck SF	Open Porch SF	Enclosed Porch	3Ssn Porch	Screen Porch	Pool Area	Pool QC	Fence	Misc Feature	Misc Val	Mo Sold	Yr Sold	Sale Type	Sale Condition	SalePrice
479	0528240060	080	RL		7750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	SLvl	8	5	2002	2002	Hip	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	353	Unf	0	55	408	GasA	Ex	Y	SBrkr	779	640	0	1419	1	0	2	1	3	1	Gd	7	Typ	1	TA	BuiltIn	2002	Fin	2	527	TA	TA	Y	120	0	0	0	0	0	NA	NA	NA	0	3	2009	WD 	Normal	184100
480	0528240150	060	RL	61	10125	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Mn	Unf	0	Unf	0	846	846	GasA	Ex	Y	SBrkr	846	748	0	1594	0	0	2	1	3	1	Gd	7	Typ	1	Gd	Attchd	2004	Fin	2	434	TA	TA	Y	300	48	0	0	0	0	NA	MnPrv	NA	0	7	2009	WD 	Normal	195500
481	0528250020	060	RL		8965	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2003	2003	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	652	Unf	0	130	782	GasA	Ex	Y	SBrkr	806	683	0	1489	1	0	2	1	3	1	Gd	8	Typ	1	Gd	Attchd	2003	Fin	2	400	TA	TA	Y	0	75	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	192000
482	0528250040	060	RL		8174	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2003	2003	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	494	Unf	0	204	698	GasA	Ex	Y	SBrkr	698	644	0	1342	1	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	2003	Fin	2	393	TA	TA	Y	100	56	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	178000
483	0528253010	120	RL	34	5063	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	Twnhs	1Story	7	5	2007	2008	Gable	CompShg	VinylSd	VinylSd	Stone	166	Gd	TA	PConc	Gd	TA	No	GLQ	904	Unf	0	410	1314	GasA	Ex	Y	SBrkr	1314	0	0	1314	1	0	2	0	2	1	Gd	6	Typ	1	Gd	Attchd	2008	RFn	2	626	TA	TA	Y	172	62	0	0	0	0	NA	NA	NA	0	4	2009	ConLw	Normal	207500
484	0528275070	060	RL		8795	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2000	2000	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	300	Unf	0	652	952	GasA	Ex	Y	SBrkr	980	1276	0	2256	0	0	2	1	4	1	Gd	8	Typ	1	TA	BuiltIn	2000	Fin	2	554	TA	TA	Y	224	54	0	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	236000
485	0528275160	060	RL		12891	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	Gilbert	Norm	Norm	1Fam	2Story	8	5	2002	2002	Gable	CompShg	VinylSd	VinylSd			Gd	TA	PConc	Ex	TA	No	GLQ	651	Unf	0	219	870	GasA	Ex	Y	SBrkr	878	1126	0	2004	1	0	2	1	4	1	Gd	8	Typ	1	Gd	BuiltIn	2002	Fin	3	644	TA	TA	Y	0	48	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	257500
486	0528280230	060	RL		12224	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	Gilbert	Norm	Norm	1Fam	2Story	6	5	2000	2000	Gable	CompShg	VinylSd	VinylSd	BrkFace	40	Gd	TA	PConc	Gd	TA	No	GLQ	695	Unf	0	297	992	GasA	Ex	Y	SBrkr	1022	1032	0	2054	1	0	2	1	3	1	Gd	7	Typ	1	TA	BuiltIn	2000	RFn	2	390	TA	TA	Y	24	48	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	244000
487	0528290030	080	RL	61	9734	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	RRAn	Norm	1Fam	SLvl	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Mn	GLQ	241	Rec	113	30	384	GasA	Ex	Y	SBrkr	744	630	0	1374	0	0	2	1	3	1	Gd	7	Typ	0	NA	BuiltIn	2004	Fin	2	400	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	167000
488	0528290120	060	RL	60	8123	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	RRAn	Norm	1Fam	2Story	6	5	2000	2000	Gable	CompShg	VinylSd	VinylSd	BrkFace	16	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	982	982	GasA	Ex	Y	SBrkr	1007	793	0	1800	0	0	2	1	3	1	TA	7	Typ	1	TA	Attchd	2000	Fin	2	463	TA	TA	Y	100	63	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	179000
489	0528290180	060	RL	42	8433	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	6	5	2000	2000	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	GLQ	683	Unf	0	111	794	GasA	Ex	Y	SBrkr	819	695	0	1514	1	0	2	1	3	1	TA	7	Typ	1	TA	Attchd	2000	Fin	2	394	TA	TA	Y	0	72	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	190000
490	0528290190	080	RL	62	7750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	SLvl	7	5	1999	2000	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	384	384	GasA	Ex	Y	SBrkr	774	656	0	1430	0	0	2	1	3	1	TA	7	Typ	1	TA	BuiltIn	1999	RFn	2	400	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	3	2009	WD 	Normal	156000
491	0528292030	060	RL		15896	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	Gilbert	RRNn	Norm	1Fam	2Story	7	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	210	Gd	TA	PConc	Gd	TA	No	ALQ	913	Unf	0	264	1177	GasA	Ex	Y	SBrkr	1223	1089	0	2312	1	0	2	1	4	1	Gd	8	Typ	1	TA	BuiltIn	1999	Fin	3	658	TA	TA	Y	298	0	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	245000
492	0528292040	060	RL		24682	Pave	NA	IR3	Lvl	AllPub	CulDSac	Gtl	Gilbert	RRAn	Norm	1Fam	2Story	6	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	841	841	GasA	Ex	Y	SBrkr	892	783	0	1675	0	0	2	1	3	1	TA	7	Typ	1	TA	BuiltIn	1999	Fin	2	502	TA	TA	Y	0	103	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	181000
493	0528292070	060	RL		8755	Pave	NA	IR1	Lvl	AllPub	FR2	Gtl	Gilbert	RRNn	Norm	1Fam	2Story	7	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	298	Gd	TA	PConc	Gd	TA	No	ALQ	772	Unf	0	220	992	GasA	Ex	Y	SBrkr	1022	1038	0	2060	1	0	2	1	3	1	Gd	8	Typ	1	TA	BuiltIn	1999	RFn	2	390	TA	TA	Y	0	0	0	168	0	0	NA	GdPrv	NA	0	6	2009	WD 	Normal	214000
494	0528294050	080	RL	64	7848	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	SLvl	7	6	1999	1999	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	TA	TA	No	Unf	0	Unf	0	384	384	GasA	Ex	Y	SBrkr	774	656	0	1430	0	0	2	1	3	1	TA	7	Typ	1	TA	BuiltIn	1999	Fin	2	410	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	168000
495	0528315090	060	RL	82	9430	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	673	Gd	TA	PConc	Gd	TA	Mn	GLQ	1163	Unf	0	89	1252	GasA	Ex	Y	SBrkr	1268	1097	0	2365	1	0	2	1	3	1	Gd	8	Typ	1	Gd	Attchd	1999	RFn	3	856	TA	TA	Y	0	128	0	0	180	0	NA	NA	NA	0	7	2009	WD 	Normal	337000
496	0528321010	060	RL	174	15138	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1995	1996	Gable	CompShg	VinylSd	VinylSd	BrkFace	506	Gd	TA	PConc	Gd	TA	No	GLQ	689	Unf	0	773	1462	GasA	Ex	Y	SBrkr	1490	1304	0	2794	1	0	2	1	4	1	Ex	9	Typ	1	TA	Attchd	1995	Fin	3	810	TA	TA	Y	0	146	202	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	403000
497	0528327070	060	RL	106	12720	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	2000	2000	Gable	CompShg	VinylSd	VinylSd	BrkFace	150	Gd	TA	PConc	Gd	TA	Mn	GLQ	1173	Unf	0	282	1455	GasA	Ex	Y	SBrkr	1466	1221	0	2687	1	0	2	1	4	1	Gd	10	Typ	2	TA	BuiltIn	2000	RFn	3	810	TA	TA	Y	252	30	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	327000
498	0528344040	060	RL		16545	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	731	Gd	TA	PConc	Gd	TA	Mn	GLQ	781	Unf	0	503	1284	GasA	Ex	Y	SBrkr	1310	1140	0	2450	1	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	1998	Fin	3	1069	TA	TA	Y	0	126	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	340000
499	0528344100	060	RL	98	12203	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1998	1999	Hip	CompShg	VinylSd	VinylSd	BrkFace	975	Gd	TA	PConc	Gd	TA	No	GLQ	854	Unf	0	371	1225	GasA	Ex	Y	SBrkr	1276	1336	0	2612	1	0	2	1	4	1	Gd	8	Typ	1	TA	Attchd	1998	Fin	3	676	TA	TA	Y	250	0	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	336000
500	0528354050	060	RL	79	10208	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	7	5	1996	1997	Gable	CompShg	VinylSd	VinylSd	BrkFace	921	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1264	1264	GasA	Ex	Y	SBrkr	1277	1067	0	2344	0	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	1996	RFn	3	889	TA	TA	Y	220	0	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	265000
501	0528363050	020	RL		10750	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	NoRidge	Norm	Norm	1Fam	1Story	8	5	1994	1995	Hip	CompShg	Wd Sdng	Wd Sdng	BrkFace	634	Gd	TA	PConc	Gd	TA	Av	BLQ	236	GLQ	1526	262	2024	GasA	Ex	Y	SBrkr	2063	0	0	2063	1	0	2	0	3	1	Gd	7	Typ	2	Gd	Attchd	1994	Fin	3	815	TA	TA	Y	182	56	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	315000
502	0528365070	060	RL	90	9900	Pave	NA	Reg	Low	AllPub	Inside	Mod	NoRidge	Norm	Norm	1Fam	2Story	7	5	1993	1993	Gable	CompShg	HdBoard	HdBoard	BrkFace	256	Gd	TA	PConc	Gd	TA	Gd	GLQ	987	Unf	0	360	1347	GasA	Ex	Y	SBrkr	1372	1274	0	2646	1	0	2	1	4	1	Gd	9	Typ	1	TA	Attchd	1993	RFn	3	656	TA	TA	Y	340	60	144	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	260000
503	0528385050	060	RL	79	9085	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	7	5	1995	1996	Gable	CompShg	VinylSd	VinylSd	BrkFace	286	Gd	TA	PConc	Gd	TA	No	GLQ	816	Unf	0	254	1070	GasA	Ex	Y	SBrkr	1094	967	0	2061	1	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	1995	Fin	2	647	TA	TA	Y	296	102	209	0	0	0	NA	NA	NA	0	11	2009	WD 	Normal	260000
504	0528387030	060	RL		11692	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1993	1994	Gable	CompShg	HdBoard	HdBoard	BrkFace	372	Gd	TA	PConc	Gd	TA	No	GLQ	624	Unf	0	549	1173	GasA	Ex	Y	SBrkr	1215	1017	0	2232	1	0	2	1	3	1	Gd	8	Typ	1	TA	Attchd	1993	RFn	2	623	TA	TA	Y	173	165	0	0	0	0	NA	NA	NA	0	10	2009	WD 	Normal	263550
505	0528390100	060	RL	52	46589	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	7	1994	2005	Hip	CompShg	VinylSd	VinylSd	BrkFace	528	Gd	TA	PConc	Gd	Gd	No	GLQ	1361	Rec	180	88	1629	GasA	Ex	Y	SBrkr	1686	762	0	2448	1	0	2	1	4	1	Gd	8	Typ	1	TA	Attchd	1994	RFn	3	711	TA	TA	Y	517	76	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	402000
506	0528390210	060	RL		29959	Pave	NA	IR2	Lvl	AllPub	FR2	Gtl	NoRidge	Norm	Norm	1Fam	2Story	7	6	1994	1994	Gable	CompShg	HdBoard	HdBoard	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	595	Unf	0	378	973	GasA	Ex	Y	SBrkr	979	871	0	1850	0	0	2	1	3	1	Gd	7	Typ	1	Gd	BuiltIn	1994	Fin	2	467	TA	TA	Y	168	98	0	0	0	0	NA	NA	NA	0	1	2009	WD 	Normal	248000
507	0528427020	020	RL	74	9612	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Feedr	Norm	1Fam	1Story	8	5	2008	2009	Gable	CompShg	VinylSd	VinylSd	Stone	72	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1468	1468	GasA	Ex	Y	SBrkr	1468	0	0	1468	0	0	2	0	3	1	Gd	6	Typ	1	Gd	Attchd	2008	Fin	3	898	TA	TA	Y	210	150	0	0	0	0	NA	NA	NA	0	12	2009	New	Partial	244600
508	0528431020	020	RL	86	11194	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Somerst	PosN	Norm	1Fam	1Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	Stone	240	Gd	TA	PConc	Gd	TA	Mn	Unf	0	Unf	0	1696	1696	GasA	Ex	Y	SBrkr	1696	0	0	1696	0	0	2	0	3	1	Gd	7	Typ	0	NA	Attchd	2008	RFn	3	972	TA	TA	Y	120	56	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	275000
509	0528431070	020	RL	78	10206	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	PosN	Norm	1Fam	1Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	BrkFace	294	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1614	1614	GasA	Ex	Y	SBrkr	1658	0	0	1658	0	0	2	1	3	1	Gd	7	Typ	1	Gd	Attchd	2008	Fin	3	726	TA	TA	Y	144	44	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	257500
510	0528435030	020	RL	78	9262	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2008	2009	Gable	CompShg	CemntBd	CmentBd	Stone	194	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1573	1573	GasA	Ex	Y	SBrkr	1578	0	0	1578	0	0	2	0	3	1	Ex	7	Typ	1	Gd	Attchd	2008	Fin	3	840	TA	TA	Y	0	36	0	0	0	0	NA	NA	NA	0	5	2009	New	Partial	287090
511	0528435050	020	RL	85	10130	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	Stone	260	Gd	TA	PConc	Gd	TA	Av	GLQ	1294	Unf	0	408	1702	GasA	Ex	Y	SBrkr	1702	0	0	1702	1	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2007	RFn	3	844	TA	TA	Y	0	69	0	0	0	0	NA	NA	NA	0	3	2009	WD 	Normal	275500
512	0528439060	020	RL	76	9139	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2006	2006	Hip	CompShg	VinylSd	VinylSd	Stone	206	Gd	TA	PConc	Ex	TA	Av	GLQ	379	Unf	0	1043	1422	GasA	Ex	Y	SBrkr	1432	0	0	1432	0	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2006	Fin	2	492	TA	TA	Y	297	50	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	245000
513	0528441020	060	RL	75	9675	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	7	5	2005	2005	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Mn	GLQ	341	Unf	0	772	1113	GasA	Ex	Y	SBrkr	1113	858	0	1971	0	0	2	1	3	1	Gd	8	Typ	1	Gd	Attchd	2005	RFn	2	689	TA	TA	Y	0	48	0	0	0	0	NA	NA	NA	0	2	2009	WD 	Normal	253000
514	0528441090	020	RL	85	11128	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Somerst	PosN	PosN	1Fam	1Story	9	5	2005	2006	Hip	CompShg	VinylSd	VinylSd	Stone	198	Ex	TA	PConc	Ex	TA	Gd	GLQ	2158	Unf	0	300	2458	GasA	Ex	Y	SBrkr	2490	0	0	2490	1	0	2	0	2	1	Ex	9	Typ	2	Gd	Attchd	2005	Fin	3	795	TA	TA	Y	70	226	0	0	0	0	NA	GdPrv	NA	0	10	2009	WD 	Normal	468000
515	0528456180	060	FV	72	8640	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	7	5	2009	2009	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	GLQ	822	Unf	0	78	900	GasA	Ex	Y	SBrkr	932	920	0	1852	1	0	2	1	3	1	Gd	7	Typ	1	TA	Attchd	2009	RFn	2	644	TA	TA	Y	168	108	0	0	0	0	NA	NA	NA	0	7	2009	New	Partial	252678
516	0528456220	060	FV	75	9000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	768	768	GasA	Ex	Y	SBrkr	786	804	0	1590	0	0	2	1	3	1	Gd	6	Typ	0	NA	Attchd	2008	RFn	2	676	TA	TA	Y	0	30	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	210000
517	0528456240	020	FV	75	7862	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	6	5	2009	2009	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	27	Unf	0	1191	1218	GasA	Ex	Y	SBrkr	1218	0	0	1218	0	0	2	0	2	1	Gd	4	Typ	0	NA	Attchd	2009	Fin	2	676	TA	TA	Y	0	102	0	0	0	0	NA	NA	NA	0	9	2009	New	Partial	208300
518	0528458020	020	FV	90	7993	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	7	5	2008	2009	Gable	CompShg	VinylSd	VinylSd			Gd	TA	PConc	Ex	TA	No	Unf	0	Unf	0	1436	1436	GasA	Ex	Y	SBrkr	1436	0	0	1436	0	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2008	Fin	2	529	TA	TA	Y	0	121	0	0	0	0	NA	NA	NA	0	10	2009	New	Partial	225000
519	0528458040	020	FV	72	8640	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2009	2009	Gable	CompShg	CemntBd	CmentBd	Stone	72	Gd	TA	PConc	Gd	TA	Mn	GLQ	936	Unf	0	364	1300	GasA	Ex	Y	SBrkr	1314	0	0	1314	1	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2009	RFn	2	552	TA	TA	Y	135	112	0	0	0	0	NA	NA	NA	0	9	2009	New	Partial	229456
520	0528458060	020	FV	72	8640	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	7	5	2008	2008	Hip	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1402	1402	GasA	Ex	Y	SBrkr	1402	0	0	1402	0	0	2	0	3	1	Gd	7	Typ	0	NA	Attchd	2008	RFn	2	625	TA	TA	Y	205	126	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	229800
521	0528458140	020	FV	112	12606	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	9	5	2007	2008	Gable	CompShg	VinylSd	VinylSd	Stone	120	Gd	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	1530	1530	GasA	Ex	Y	SBrkr	1530	0	0	1530	0	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2008	RFn	3	984	TA	TA	Y	212	136	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	250000
522	0528458160	020	FV	85	9187	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	9	5	2009	2009	Gable	CompShg	CemntBd	CmentBd	Stone	162	Ex	TA	PConc	Ex	TA	Mn	GLQ	1121	Unf	0	645	1766	GasA	Ex	Y	SBrkr	1766	0	0	1766	1	0	2	1	2	1	Ex	7	Typ	1	Gd	Attchd	2009	Fin	3	478	TA	TA	Y	195	130	0	0	0	0	NA	NA	NA	0	10	2009	New	Partial	370878
523	0528458180	020	FV	75	7500	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2006	2007	Gable	CompShg	VinylSd	VinylSd	Stone	238	Gd	TA	PConc	Gd	TA	No	GLQ	24	Unf	0	1348	1372	GasA	Ex	Y	SBrkr	1448	0	0	1448	0	0	2	0	2	1	Gd	6	Typ	1	Gd	Attchd	2006	RFn	2	692	TA	TA	Y	0	140	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	238500
524	0528477050	060	FV	85	11003	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	10	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	Stone	160	Ex	TA	PConc	Ex	TA	Av	GLQ	765	Unf	0	252	1017	GasA	Ex	Y	SBrkr	1026	981	0	2007	1	0	2	1	3	1	Ex	10	Typ	1	Ex	Attchd	2008	Fin	3	812	TA	TA	Y	168	52	0	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	310000
525	0528477070	060	FV	84	10603	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	8	5	2006	2006	Hip	CompShg	VinylSd	VinylSd	Stone	121	Gd	TA	PConc	Ex	Gd	No	GLQ	682	Unf	0	218	900	GasA	Ex	Y	SBrkr	909	886	0	1795	1	0	2	1	3	1	Gd	8	Typ	1	Gd	Attchd	2006	Fin	3	782	TA	TA	Y	168	45	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	270000
526	0528480040	060	FV	85	10574	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	8	5	2005	2006	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Mn	Unf	0	Unf	0	1082	1082	GasA	Ex	Y	SBrkr	1082	871	0	1953	0	0	2	1	3	1	Gd	9	Typ	1	Gd	Attchd	2005	RFn	3	1043	TA	TA	Y	160	50	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	252000
527	0528480130	060	FV	65	8125	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	7	5	2006	2007	Gable	CompShg	CemntBd	CmentBd	Stone	100	Gd	TA	PConc	Gd	TA	No	GLQ	812	Unf	0	280	1092	GasA	Ex	Y	SBrkr	1112	438	0	1550	1	0	2	0	2	1	Gd	7	Typ	0	NA	Attchd	2007	Fin	2	438	TA	TA	Y	0	168	0	0	0	0	NA	NA	NA	0	10	2009	WD 	Normal	241000
528	0528480170	020	FV	65	8125	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2008	2009	Hip	CompShg	VinylSd	VinylSd	BrkFace	288	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1836	1836	GasA	Ex	Y	SBrkr	1836	0	0	1836	0	0	2	0	3	1	Gd	8	Typ	1	Gd	Attchd	2009	Fin	2	517	TA	TA	Y	0	175	0	0	0	0	NA	NA	NA	0	10	2009	New	Partial	264500
